ms_uri,GroupID
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10084420,GROUP636
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308703,GROUP637
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10123215,GROUP638
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112721,GROUP639
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10172295,GROUP640
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038078,GROUP641
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096236,GROUP642
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067844,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10242703",GROUP643
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010083,GROUP644
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10268259,GROUP645
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079759,GROUP646
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056248,GROUP647
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048460,GROUP648
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10220964,GROUP649
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10271417,GROUP650
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10234182,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10161005",GROUP651
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042347,GROUP652
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10234080,GROUP653
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10105496,GROUP654
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042725,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10298548",GROUP655
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036930,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10131936",GROUP656
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10094088,GROUP657
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10040960,GROUP658
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10027598,GROUP659
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10117246,GROUP660
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10265568,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067863",GROUP661
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112671,GROUP662
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096378,GROUP663
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097396,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067593",GROUP664
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10185658,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001371",GROUP665
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10003285,GROUP666
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307342,GROUP667
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10208887,GROUP668
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056249,GROUP669
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10192877,GROUP670
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033283,GROUP671
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197651,GROUP672
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10221820,GROUP673
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307867,GROUP674
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10022992,GROUP675
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197438,GROUP676
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307857,GROUP677
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10087927,GROUP678
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056181,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10277685",GROUP679
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10094779,GROUP680
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001556,GROUP681
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070549,GROUP682
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002271,GROUP683
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10220994,GROUP684
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10276539,GROUP685
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225627,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033299",GROUP686
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056263,GROUP687
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10090827,GROUP688
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070553,GROUP689
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307784,GROUP690
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10072994,GROUP691
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10003118,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10305286",GROUP692
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10094633,GROUP693
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10211569,GROUP694
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308920,GROUP695
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10054775,GROUP696
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097433,GROUP697
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10123293,GROUP698
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068220,GROUP699
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10170102,GROUP700
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036507,GROUP701
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307408,GROUP702
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070512,GROUP703
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10153581,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067832",GROUP704
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10140113,GROUP705
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10122377,GROUP706
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033308,GROUP707
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10149686,GROUP708
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10072187,GROUP709
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__boss-bixby-2061,GROUP709
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258629,GROUP710
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10143460,GROUP711
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10290489,GROUP712
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10226359,GROUP713
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10180116,GROUP714
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067831,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10129354",GROUP715
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10200927,GROUP716
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197308,GROUP717
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10147660,GROUP718
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303046,GROUP719
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10111872,GROUP720
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10289030,GROUP721
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10241382,GROUP722
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10284620,GROUP723
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10044938,GROUP724
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307879,GROUP725
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10241136,GROUP726
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10227715,GROUP727
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038935,GROUP728
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10105645,GROUP729
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10311020,GROUP730
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067534,GROUP731
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038010,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10139747",GROUP732
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10072944,GROUP733
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048504,GROUP734
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10080870,GROUP735
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001171,GROUP736
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10155721,GROUP737
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10251347,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067828",GROUP738
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10000502,GROUP739
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010082,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10219960",GROUP740
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10201357,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033126",GROUP741
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10242402,GROUP742
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067842,GROUP743
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10184295,GROUP744
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10139226,GROUP745
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10257844,GROUP746
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103569,GROUP747
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10185207,GROUP748
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10144677,GROUP749
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10209724,GROUP750
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10195858,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10147423",GROUP751
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093444,GROUP752
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225422,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033282",GROUP753
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067860,GROUP754
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042880,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225453",GROUP755
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282918,GROUP756
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068223,GROUP757
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095812,GROUP758
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10147940,GROUP759
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10244709,GROUP760
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10246349,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10045365,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10105494",GROUP761
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001346,GROUP762
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10186601,GROUP763
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10027541,GROUP764
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067839,GROUP765
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10211682,GROUP766
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010085,GROUP767
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10209454,GROUP768
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10257922,GROUP769
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095377,GROUP770
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225385,GROUP771
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10173585,GROUP772
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10147189,GROUP773
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10111980,GROUP774
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225903,GROUP775
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067578,GROUP776
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033296,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10152482",GROUP777
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068217,GROUP778
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070513,GROUP779
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10273870,GROUP780
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10105491,GROUP781
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308238,GROUP782
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308239,GROUP783
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10162894,GROUP784
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002245,GROUP785
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10252364,GROUP786
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070544,GROUP787
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002221,GROUP788
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067824,GROUP789
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070558,GROUP790
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002274,GROUP791
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033124,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10274490",GROUP792
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002287,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258464",GROUP793
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067850,GROUP794
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10219936,GROUP795
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10000117,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10209799",GROUP796
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001354,GROUP797
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10136382,GROUP798
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067531,GROUP799
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10233629,GROUP800
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10152306,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033087",GROUP801
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10088849,GROUP802
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10218361,GROUP803
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067821,GROUP804
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10241950,GROUP805
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10245815,GROUP806
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095153,GROUP807
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10152822,GROUP808
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10253412,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036825",GROUP809
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067583,GROUP810
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10021937,GROUP811
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036802,GROUP812
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10305999,GROUP813
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002240,GROUP814
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10208324,GROUP815
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10148655,GROUP816
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308646,GROUP817
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067588,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10163585",GROUP818
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095654,GROUP819
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112346,GROUP820
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070543,GROUP821
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067586,GROUP822
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10196555,GROUP823
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10008373,GROUP824
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10160296,GROUP825
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067535,GROUP826
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10309002,GROUP827
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10073171,GROUP828
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10143747,GROUP829
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067851,GROUP830
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10185739,GROUP831
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10083640,GROUP832
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093982,GROUP833
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10228185,GROUP834
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10037016,GROUP835
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067865,GROUP836
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079554,GROUP837
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10081194,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10130553",GROUP838
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10115341,GROUP839
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10119962,GROUP840
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067845,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10194383",GROUP841
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10187460,GROUP842
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010845,GROUP843
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107740,GROUP844
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067720,GROUP845
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225291,GROUP846
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204098,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10276435,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068226",GROUP847
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10146206,GROUP848
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10043120,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10053376,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225514",GROUP849
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10136062,GROUP850
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10281585,GROUP851
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10071988,GROUP852
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10100222,GROUP853
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095675,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10128729",GROUP854
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038113,GROUP855
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10284358,GROUP856
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10232996,GROUP857
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10076802,GROUP858
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067847,GROUP859
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055089,GROUP860
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10128693,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10052685",GROUP861
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10180013,GROUP862
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10016215,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10091055",GROUP863
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10176790,GROUP864
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10084659,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10121356",GROUP865
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307861,GROUP866
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10177032,GROUP867
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067589,GROUP868
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068222,GROUP869
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002669,GROUP870
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10257373,GROUP871
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10152428,GROUP872
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002267,GROUP873
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10130966,GROUP874
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10131416,GROUP875
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282028,GROUP876
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307759,GROUP877
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225950,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10043119",GROUP878
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10269533,GROUP879
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10073344,GROUP880
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079553,GROUP881
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258649,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308559",GROUP882
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067538,GROUP883
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067838,GROUP884
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067857,GROUP885
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10000891,GROUP886
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307359,GROUP887
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10294201,GROUP888
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10289130,GROUP889
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009427,GROUP890
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10209660,GROUP891
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10301858,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036815",GROUP892
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10156471,GROUP893
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067532,GROUP894
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10130684,GROUP895
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10140214,GROUP896
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10201170,GROUP897
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097131,GROUP898
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001364,GROUP899
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10242867,GROUP900
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10153061,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033301",GROUP901
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10234200,GROUP902
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067830,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10102244",GROUP903
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10300789,GROUP904
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10281903,GROUP905
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096241,GROUP906
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10111819,GROUP907
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10250601,GROUP908
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10181828,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10205882",GROUP909
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048518,GROUP910
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10013400,GROUP911
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10234042,GROUP912
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042344,GROUP913
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079490,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10209309",GROUP914
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258719,GROUP915
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10266901,GROUP916
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10203785,GROUP917
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093486,GROUP918
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10270949,GROUP919
