ms_uri,source_id,record_id,country,state_or_province,other_names,location,crs,site_name,commodity,deposit_type
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230805,https://mrdata.usgs.gov/mrds,10230805,Russia,"","",POINT (173.0633 65.44882),EPSG:4326,Ust-Belaya,"platinum-group elements,Chromium",Ophiolite chromium
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230821,https://mrdata.usgs.gov/mrds,10230821,Russia,"","",POINT (30.33692 69.41523),EPSG:4326,Kammikivi,"platinum-group elements,Nickel","Arc U-M intru- sion nickel- copper-PGE,Black shale nickel ± Mo- PGE,Ophiolite nickel-copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230984,https://mrdata.usgs.gov/mrds,10230984,Russia,"","",POINT (32.72001 67.91514),EPSG:4326,Sopcha,"Cobalt,platinum-group elements,Nickel,Copper","U-M conduit nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231132,https://mrdata.usgs.gov/mrds,10231132,Russia,"","",POINT (171.64704 61.56542),EPSG:4326,Snezhnoe,"platinum-group elements,Chromium","Arc U-M intru- sion nickel- copper-PGE,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231365,https://mrdata.usgs.gov/mrds,10231365,Ecuador,"","",POINT (-78.49978 -1.16505),EPSG:4326,Frontera Con Colombia Placeres,platinum-group elements,Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231639,https://mrdata.usgs.gov/mrds,10231639,United States,California,"",POINT (-123.12282 41.27044),EPSG:4326,Peterson Mine,"Gold,platinum-group elements","Epizonal orogenic gold,Fluvial placer gold,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231829,https://mrdata.usgs.gov/mrds,10231829,South Africa,"","",POINT (29.16814 -26.49658),EPSG:4326,Winkelhaak,"Silver,platinum-group elements,Gold","Paleoplacer gold ± uranium,Supergene gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10232163,https://mrdata.usgs.gov/mrds,10232163,South Africa,"","",POINT (27.38146 -26.4266),EPSG:4326,Blyvooruitzicht,"Gold,Uranium,platinum-group elements,Silver",Paleoplacer gold ± uranium
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10232275,https://mrdata.usgs.gov/mrds,10232275,United States,Oregon,Bear Placers Inc,POINT (-123.70676 42.22402),EPSG:4326,"Bear Placers, Inc.,Bear Placers Inc","Gold,Nickel,Iron,platinum-group elements","Fluvial placer PGE,Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10232780,https://mrdata.usgs.gov/mrds,10232780,United States,Alaska,"Clear Creek,Hogatza River Trib,Hog River,Aloha Creek,U,Hogatza River Dredge,Industries,Ida Creek Gulch,V,Dry Creek,M,S,United States Smelting,Fairbanks Exploration Co,R,Refining,And Mining Corporation",POINT (-155.70611 66.18874),EPSG:4326,Bear Creek,"Tin,Thorium,Gold,platinum-group elements,Silver","Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10232851,https://mrdata.usgs.gov/mrds,10232851,United States,Alaska,"",POINT (-166.18664 65.03818),EPSG:4326,Gold Run,"Tungsten,platinum-group elements,Gold,Mercury",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10232979,https://mrdata.usgs.gov/mrds,10232979,United States,Alaska,"Peace River,Cirlce Association,Art Johnson,Charlie Moon,Sam Tucker,Fairbanks Association,Sam Smith Group,Wallace Porter,Rampart Association,Eagle Association,Frank Mccoy",POINT (-161.30271 65.34439),EPSG:4326,Sweepstakes Creek,"Uranium,platinum-group elements,Gold",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10233003,https://mrdata.usgs.gov/mrds,10233003,United States,Alaska,Yuko River,POINT (-156.66389 64.21366),EPSG:4326,"Yuko River,Yuki River Chromite","Chromium,platinum-group elements","Fluvial placer PGE,Ophiolite chromium,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10233604,https://mrdata.usgs.gov/mrds,10233604,United States,Alaska,Smalls River,POINT (-161.71409 58.97985),EPSG:4326,Mccann Creek,"Gold,platinum-group elements",Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10233638,https://mrdata.usgs.gov/mrds,10233638,United States,Alaska,"",POINT (-147.21385 63.15463),EPSG:4326,Eldorado Creek Lode,platinum-group elements,"Fluvial placer PGE,U-M conduit nickel-copper- PGE,U-M layered intrusion PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10233805,https://mrdata.usgs.gov/mrds,10233805,United States,Alaska,"",POINT (-161.78738 58.91595),EPSG:4326,Platinum-Salmon River Beach,"Iron,Chromium,platinum-group elements",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10233850,https://mrdata.usgs.gov/mrds,10233850,United States,Alaska,"Joann Association,10a 2nd Tier Llb,1b-20b,Anna Bench,Clara Creek,Judith Association,Martha Bench,Kilbuck Fraction,Ronny Association,Weeks Bench,Snow Gulch,Hannah Bench,4th July Bench Association,10allb-12allb,Last Chance Creek,3b 2nd Tier Llb-4b 2nd Tier Llb,Claims On River,7 Fraction,Johnston Bench,Platinum Creek,1a-4b,9a Association,Lucky Bench Association,Sonny Association,Dry Gulch,Claims On Creeks,Mukluk Bench Association,1b-5b,D,Boulder Creek,Olson Bench,Euphoria Association,Fox Gluch,3a 2nd Tier Llb-8a 2nd Tier Llb,Ptarmigan Bench,Spencer Bench,Squirrel Creek,Bubble Association,Harold Bench,Alice Association,Dowry Creek,Wild Goose Bench Association,5a Llb-8allb,Karen Association,Goodnews Bay Mine,1a-12a,Jenny Bench,7b 2nd Tier Llb-8b 2nd Tier Llb,Faye Association,Christina Association,Happy Bench",POINT (-161.71518 58.92425),EPSG:4326,Salmon River,"Gold,Iridium,Chromium,Gemstone, Diamond,Platinum,platinum-group elements",Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10234045,https://mrdata.usgs.gov/mrds,10234045,United States,Alaska,"",POINT (-141.1978 62.30782),EPSG:4326,Carden Hills,"platinum-group elements,Chromium","Ophiolite chromium,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10234080,https://mrdata.usgs.gov/mrds,10234080,United States,Alaska,"",POINT (-145.77713 63.34046),EPSG:4326,Ann Creek,"Copper,platinum-group elements,Cobalt,Nickel","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,U-M conduit nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10234092,https://mrdata.usgs.gov/mrds,10234092,United States,Alaska,Happy River,POINT (-152.44028 62.0078),EPSG:4326,Long Lake,"Thulium,Holmium,Europium,Gadolinium,Erbium,Dysprosium,Ytterbium,Gold,Yttrium,platinum-group elements,Lutetium,Praseodymium,Neoymium,Samarium,Uranium,Cerium,Terbium,Silver,Lanthanum","Black shale uranium,Skarn uranium- REE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10234182,https://mrdata.usgs.gov/mrds,10234182,United States,Alaska,"",POINT (-137.71465 58.87191),EPSG:4326,Lower Two Fish Glacier Float,"Nickel,Chromium,platinum-group elements,Copper,Cobalt","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10234262,https://mrdata.usgs.gov/mrds,10234262,United States,Alaska,"Peters Creek Chromite,Mount Eklutna Chromite",POINT (-149.35955 61.40235),EPSG:4326,Mount Eklutna,"Chromium,platinum-group elements","Ophiolite chromium,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10234283,https://mrdata.usgs.gov/mrds,10234283,United States,Alaska,"Knik Valley Chromite Deposit,Highway Chromite",POINT (-149.20596 61.47235),EPSG:4326,Highway,"Gold,Copper,platinum-group elements,Chromium","Ophiolite chromium,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10239227,https://mrdata.usgs.gov/mrds,10239227,United States,Oregon,"",POINT (-124.17117 42.44171),EPSG:4326,Mindoro Project,"Cobalt,Chromium,Gold,Silver,Nickel,Lead,Zinc,Copper,platinum-group elements",Ophiolite nickel-copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10239655,https://mrdata.usgs.gov/mrds,10239655,United States,Colorado,"",POINT (-106.85734 40.98057),EPSG:4326,Peak 9731,platinum-group elements,"Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10240558,https://mrdata.usgs.gov/mrds,10240558,Canada,Ontario,"Victor Deep,Inco",POINT (-81.09978 46.29999),EPSG:4326,"Inco,Victor Nickel/Copper Deposit","Nickel,Copper,platinum-group elements","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10241565,https://mrdata.usgs.gov/mrds,10241565,United States,Idaho,Snake River Placer,POINT (-114.477 42.9241),EPSG:4326,Frank E Wilson Ranch Placer,"Titanium,platinum-group elements,Gold","Fluvial placer gold,Heavy mineral sands,Paleoplacer heavy mineral sands,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10249378,https://mrdata.usgs.gov/mrds,10249378,United States,Oregon,Keller Black Sands,POINT (-123.76037 42.87761),EPSG:4326,Pioneer Mine,"platinum-group elements,Chromium,Gold","Fluvial placer PGE,Ophiolite chromium,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10249396,https://mrdata.usgs.gov/mrds,10249396,United States,Oregon,"",POINT (-124.36479 43.1873),EPSG:4326,Lane Extension Mine,"platinum-group elements,Gold","Black shale gold,Epizonal orogenic gold,Hypozonal orogenic gold,Shoreline placer gold,Supergene gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10250187,https://mrdata.usgs.gov/mrds,10250187,United States,Oregon,Plataurica Mine,POINT (-123.63675 42.05342),EPSG:4326,Platerica Mine,"Chromium,Gold,platinum-group elements","Fluvial placer PGE,Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10250798,https://mrdata.usgs.gov/mrds,10250798,United States,Oregon,"",POINT (-122.67287 44.41311),EPSG:4326,Foster,"platinum-group elements,Gold","Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10254945,https://mrdata.usgs.gov/mrds,10254945,Russia,"","",POINT (139.04216 62.51479),EPSG:4326,Nezhdanino,"Silver,Gold,platinum-group elements","Epizonal orogenic gold,Hypozonal orogenic gold,Mesozonal orogenic gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255002,https://mrdata.usgs.gov/mrds,10255002,Norway,"","",POINT (8.01941 58.13211),EPSG:4326,(Facility) Kristiansand Refinery,"Nickel,Cobalt,Copper,platinum-group elements","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255207,https://mrdata.usgs.gov/mrds,10255207,Russia,"","",POINT (164.83043 61.61527),EPSG:4326,Tikhorechen,"Chromium,Nickel,platinum-group elements",Ophiolite chromium
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255385,https://mrdata.usgs.gov/mrds,10255385,Canada,Ontario,Port Coloborne Refinery,POINT (-80.08306 43.3333),EPSG:4326,"Port Coloborne Refinery,(Facility) Port Colborne Refinery","Nickel,Cobalt,platinum-group elements,Copper","Black shale nickel ± Mo- PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255386,https://mrdata.usgs.gov/mrds,10255386,Canada,Ontario,"Creighton No,s 3 and 9 Mines",POINT (-81.17898 46.46109),EPSG:4326,Creighton Mine,"Palladium,platinum-group elements,Cobalt,Copper,Gold,Platinum,Nickel,Silver","Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255618,https://mrdata.usgs.gov/mrds,10255618,Russia,"","Krivoy Bayimski,Bayim Bayimski",POINT (164.59662 66.21535),EPSG:4326,Bayimski Placer Region,"platinum-group elements,Silver,Gold,Copper","Fluvial placer PGE,Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255625,https://mrdata.usgs.gov/mrds,10255625,Canada,Ontario,"Levack West,Mccreedy West",POINT (-81.39979 46.63559),EPSG:4326,Mc Creedy West,"Cobalt,Platinum,Nickel,platinum-group elements,Copper","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255626,https://mrdata.usgs.gov/mrds,10255626,Canada,Ontario,"",POINT (-81.00808 46.52499),EPSG:4326,Frood,"platinum-group elements,Copper,Nickel,Silver,Palladium,Platinum,Cobalt,Gold","Impact U-M intrusion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255655,https://mrdata.usgs.gov/mrds,10255655,India,West Bengal,"",POINT (88.33342 22.4994),EPSG:4326,(Facility) Tollygunge Refinery,"Silver,Gold,platinum-group elements","Fluvial placer PGE,U-M layered intrusion PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256009,https://mrdata.usgs.gov/mrds,10256009,"","","",POINT (126.99899 37.53176),EPSG:4326,(Facility) Onsan Copper Refinery,"Gold,Nickel, Smelter,Silver,Copper,platinum-group elements,Nickel,Selenium",Orogenic copper ± gold
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256262,https://mrdata.usgs.gov/mrds,10256262,South Africa,"","",POINT (29.03474 -26.49658),EPSG:4326,Leslie,"platinum-group elements,Silver,Gold",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256933,https://mrdata.usgs.gov/mrds,10256933,United States,Arizona,Az Copper-Gold Mines Prospect,POINT (-112.04384 34.59335),EPSG:4326,Morning Star,"Gold,platinum-group elements","Breccia pipe gold,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10257274,https://mrdata.usgs.gov/mrds,10257274,United States,Alaska,Sweepstakes Creek,POINT (-161.32691 65.34439),EPSG:4326,Bear Gulch,"platinum-group elements,Gold","Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10257510,https://mrdata.usgs.gov/mrds,10257510,United States,Alaska,"",POINT (-161.30722 65.39409),EPSG:4326,Right Fork Sweepstakes Creek,"platinum-group elements,Uranium,Gold","Fluvial placer gold,Paleoplacer gold ± uranium,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258057,https://mrdata.usgs.gov/mrds,10258057,United States,Alaska,"",POINT (-141.82496 64.92508),EPSG:4326,Seventymile River,"Gold,platinum-group elements","Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258087,https://mrdata.usgs.gov/mrds,10258087,United States,Alaska,"Pioneer Creek Chromite,Knik Valley Chromite Deposit",POINT (-149.19015 61.46395),EPSG:4326,"Knik Valley Chromite Deposit,Pioneer Creek","Chromium,platinum-group elements","Ophiolite chromium,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258164,https://mrdata.usgs.gov/mrds,10258164,United States,Alaska,"",POINT (-137.68543 58.6219),EPSG:4326,Lituya Bay Beach Placer,"Titanium,platinum-group elements,Gold","Fluvial placer PGE,Heavy mineral sands,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258165,https://mrdata.usgs.gov/mrds,10258165,United States,Alaska,"",POINT (-148.21525 62.8557),EPSG:4326,Watana Creek Placer,"platinum-group elements,Gold","Fluvial placer PGE,Fluvial placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258175,https://mrdata.usgs.gov/mrds,10258175,United States,Alaska,"",POINT (-161.75547 58.82705),EPSG:4326,Chagvan Bay,"Chromium,Gold,platinum-group elements","Ophiolite chromium,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258183,https://mrdata.usgs.gov/mrds,10258183,United States,Alaska,"Lucky Gulch,Short Creek,1,Rambler Gulch,Moonshine No",POINT (-151.01529 62.47454),EPSG:4326,Cache Creek,"Gold,platinum-group elements,Silver,Tin,Tungsten,Chromium,Uranium",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258184,https://mrdata.usgs.gov/mrds,10258184,United States,Alaska,"Gold Pan 1,Rudolph,Cotten-McKechnie 7-8 Be Asn,Cotten-McKechnie 1-2 Be,Smith,Ralph,Disc 2,Yacko Cr 6-7 Ab,Parks,Lawrence,David,Lewis 1-6,Wright Creek Mining Co,3,Cornette,Snyder,4,Roullier,Eldorado Cr,Yacko Cr 2-3 Ab,Yacko Creek 1,Yacko Cr Below 12-15Cotten-McKechnie,Peggy,Yacko 1-2,Earl,Martinchick,Yacko Cr 1-4,Yacko Cr 4-5 Ab,Marianne,K,Overstreet,SnowshoeYacko Cr,Hulke,Marie,Briggs",POINT (-147.33597 62.2243),EPSG:4326,Yacko Creek,"platinum-group elements,Gold",Fluvial placer gold
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258328,https://mrdata.usgs.gov/mrds,10258328,United States,Alaska,"",POINT (-161.41581 59.36756),EPSG:4326,Tatlignagpeke Mountain,"platinum-group elements,Chromium","Ophiolite chromium,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258360,https://mrdata.usgs.gov/mrds,10258360,United States,Alaska,"James A,Totem Exploration Co,Edmund Lane,Noble,Sally S,1-9,Wayne,Rober Kase,Jr,Russell C,Reese,John P,1-14,Sunshine Island,Union Bay Iron Deposit,Ruckmick,Hugh M,Nelson,1-12,A,1-25,G,Canal Iron Co,and Jane D,Doris Group,Don Ross,Steel,1-26,Sydney P,Doris Nos,U,White Nos,1-74,Alworth,Red Bird Nos,E,Moore,Okerland,John C,Clark,McKee,Moira Nos,Columbia Iron Mng,Kennedy,Inc,Herschel B,George C,H,M,S,Cleveland Peninsula,R,Hubert A,Irving F,Fortchunatas,Roberts,C,Zaruba,D,Owen Ore Co,Ernest Nos,1-4,Helen F,Hofstad Creek,Warren S,Red Nos,Black Bear Creek,F,Alcan Exploration,Co,Magnetic Point,Black Nos,Red River Broadcasting,Fryberger",POINT (-132.15181 55.77644),EPSG:4326,"Union Bay,Columbia Iron Mng. Co.","Vanadium,Chromium,Iron,platinum-group elements","Ophiolite chromium,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258450,https://mrdata.usgs.gov/mrds,10258450,United States,Alaska,"D,Shonbeck and Beaton,Strandberg and Sons,Walter Culver,Mcrae,Ed Harwood,Haraldsen and Wicklund,A,Johnson,W,Martin Roslund",POINT (-161.77908 58.91595),EPSG:4326,Red Mountain West Side,"Chromium,platinum-group elements,Iron","Fluvial placer PGE,U-M layered intrusion PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258497,https://mrdata.usgs.gov/mrds,10258497,United States,Alaska,"",POINT (-161.71488 58.95455),EPSG:4326,Dowry Creek,"Gold,platinum-group elements",Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258499,https://mrdata.usgs.gov/mrds,10258499,United States,Alaska,"",POINT (-161.89464 61.8757),EPSG:4326,Wilson Creek,"Gold,platinum-group elements","Fluvial placer PGE,Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258511,https://mrdata.usgs.gov/mrds,10258511,United States,Alaska,"Rocky Gulch,Ruby Gulch,Snow Gulch,Gopher Gulch,Falls Gulch,Slate Gulch",POINT (-150.83139 62.57234),EPSG:4326,"Falls Gulch,Willow Creek","Silver,Tin,Gold,Chromium,platinum-group elements",Fluvial placer gold
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258583,https://mrdata.usgs.gov/mrds,10258583,United States,Alaska,"Ayakulik River,Henton",POINT (-154.52745 57.19657),EPSG:4326,Red River,"platinum-group elements,Chromium,Gold","Fluvial placer PGE,Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258592,https://mrdata.usgs.gov/mrds,10258592,United States,Alaska,Inlet Oil Corp,POINT (-161.8291 59.11395),EPSG:4326,Goodnews Bay,"Chromium,platinum-group elements,Gold,Iron",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258611,https://mrdata.usgs.gov/mrds,10258611,United States,Alaska,"Discovery,Big Hurrah,1-66,68-145,Red Mountain Nos,Nos,1-2-3-4-5-6 East,1-4 West,150-152",POINT (-161.75268 58.94095),EPSG:4326,Red Mountain,"Gold,platinum-group elements,Chromium",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258629,https://mrdata.usgs.gov/mrds,10258629,United States,Alaska,"Alaska Trust,H,S,Vevelstad,Alaska Nickel Mines,Davison Bay,P,Juneau Sea Level Copper Mines,Fleming Island,Ilene Claims",POINT (-136.30894 57.78501),EPSG:4326,Mirror Harbor,"Cobalt,Copper,Nickel,platinum-group elements","Arc U-M intru- sion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258660,https://mrdata.usgs.gov/mrds,10258660,United States,Alaska,"James A,W,Discovery Claim,1-14 Above Discovery,Nos,Bystedt,1 Below Discovery,Lower Slate Discovery,George Wickert,Malley,John O,Johnson,New York Alaska Gold Dredging Co,No,Wattamuse Mining Company",POINT (-161.18081 59.37707),EPSG:4326,Slate Creek,"Gold,platinum-group elements,Silver","Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258708,https://mrdata.usgs.gov/mrds,10258708,United States,Alaska,"",POINT (-161.85437 58.70485),EPSG:4326,Chagvan Mountain,"Asbestos,platinum-group elements,Nickel,Copper","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258770,https://mrdata.usgs.gov/mrds,10258770,United States,Alaska,"Bigjohn,Haralson,Goodnews Bay Mining Company,Pioneer Gold Dredging Company,Freindly,Bradford,Associates,Arolic River,Peter Bigjohn,Oscar Friendly,Wickert,Mcgory,Clendon Company",POINT (-161.38192 59.52647),EPSG:4326,Gold,"platinum-group elements,Gold",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258792,https://mrdata.usgs.gov/mrds,10258792,United States,Alaska,"Red Mountain,Tonsina Chromite",POINT (-145.16086 61.57043),EPSG:4326,Bernard Mountain,"Nickel,Chromium,platinum-group elements","Ophiolite chromium,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258811,https://mrdata.usgs.gov/mrds,10258811,United States,Alaska,"",POINT (-162.07126 58.63344),EPSG:4326,Cape Newenham,"Copper,platinum-group elements,Asbestos,Nickel","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10260150,https://mrdata.usgs.gov/mrds,10260150,United States,California,"",POINT (-121.77636 39.70017),EPSG:4326,Butte Creek,"platinum-group elements,Gold","Fluvial placer gold,Oxidized intrusion- related gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10260415,https://mrdata.usgs.gov/mrds,10260415,United States,California,Pioneer Placer,POINT (-124.06725 41.36063),EPSG:4326,Upper Gold Bluffs,"platinum-group elements,Gold","Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10261734,https://mrdata.usgs.gov/mrds,10261734,United States,California,"",POINT (-121.21775 40.04987),EPSG:4326,Upper Feather,"Gold,platinum-group elements","Fluvial placer gold,Hypozonal orogenic gold,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10261992,https://mrdata.usgs.gov/mrds,10261992,United States,California,"",POINT (-121.12414 39.23179),EPSG:4326,Rough & Ready,"platinum-group elements,Gold","Epizonal orogenic gold,Fluvial placer gold,Hypozonal orogenic gold,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10262996,https://mrdata.usgs.gov/mrds,10262996,United States,California,"",POINT (-122.03047 39.49517),EPSG:4326,Putah Creek,"platinum-group elements,Gold","Black shale gold,Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10263029,https://mrdata.usgs.gov/mrds,10263029,United States,California,"",POINT (-123.46802 40.80594),EPSG:4326,Burnt Ranch,"platinum-group elements,Gold","Fluvial placer PGE,Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10263415,https://mrdata.usgs.gov/mrds,10263415,United States,California,"",POINT (-123.56863 40.89454),EPSG:4326,Henderson,"Gold,platinum-group elements","Epizonal orogenic gold,Fluvial placer gold,Hypozonal orogenic gold,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10264149,https://mrdata.usgs.gov/mrds,10264149,South Africa,"",Union Platinum Mine,POINT (27.10144 -24.55669),EPSG:4326,"Union Platinum Mine,Union Section","platinum-group elements,Gold,Copper","U-M intrusion nickel-copper- PGE,U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE"
